倩女幽魂手游科举答题器 科举答案大全_蚕豆网新闻
科举答案大全

2500、在明朝科举制度中，一甲进士称：|赐进士及第
5320、金陵十二钗大多与贾府有血缘或姻亲关系，以下金陵十二钗中与贾府无直接血缘关系的是?|妙玉 薛宝钗 林黛玉

5321、成语在几千年的演变历程中，有许多与本义有很大的区别，以下贬义成语原为褒义的是：|呆若木鸡

5322、古诗司徒妙计托红裙，不动干戈不动兵。三战虎牢徒费力，凯歌却奏凤仪亭。讲的故事中没有涉及到的三国人物是：|曹操

5323、百里奚饲牛拜相——|人不可貌相

5324、七月流火，九月授衣，其中七月流火指的是：|天气炎热似火 流星异常出现 流星经常出现

5325、鬼装姜嫄之古拂中的姜嫄相传是后稷的母亲，诗经中有一首诗专门歌颂她的美德，请问这首诗叫什么?|生民

5326、寇岛围攻第一阶段东渔岛防守战中，内场成员的作用是：|清村内倭寇

5327、公孙并坐——|大小不分

5328、历史上玉龙钩的流行主要在两个时期，一是战国至汉代;二是元，明，清时期。它的作用是：|扣腰带的作用

5329、我国最大的淡水湖是?|鄱阳湖

5330、以下哪个成语与柳宗元无关?|河东狮吼

5331、梁山好汉中有很多亲兄弟一起入伙，请问下列好汉中不是兄弟关系的是：|邹渊、邹润

5332、金蛇郎君夏雪宜是哪部金庸小说中的人物?|碧血剑

5333、下列梁山好汉中，没有因获罪在脸上打金印刺字过的是：|刘唐

5334、孙悟空虽武艺高强，但有时也难免孤立无援，请问和下列哪个妖怪斗法没有请过救兵相助?|赛太岁

5335、廷圭墨也被称为李墨，一度名扬天下，黄金易得，李墨难求。李墨如此质精名贵，历代帝王，文人等都非常珍惜，均将此墨视为至宝。以下不属于该墨特点的是：|遇水即化

5336、哥贝克力石阵是迄今为止所知的最古老神庙，其巨大的石柱上雕刻着精致的动物浮雕，它距现在的年代大约是：|12000年前

5337、水浒传中浔阳楼宋江题反诗的浔阳楼在现哪个省?|江西

5338、六耳猕猴化身孙悟空模样，于是两个一模一样的孙大圣找了很多人帮忙分辨，下列人中分辨出真假美猴王的是?|谛听

5339、落基山脉是美洲科迪勒拉山系在北美的主干，被称为北美洲的脊骨，它是由____与美洲板块挤压碰撞而成。|太平洋板块

5340、老夫聊发少年狂的作者是：|苏轼

5341、金陵八艳之一的董小宛十六岁时与冒辟疆相识，但之后冒辟疆却迷恋金陵八艳的另一人，她是：|陈圆圆

5342、红楼梦中提到一个充满奇幻色彩的药方，名冷香丸，以四季花蕊配不同节气雨雪露水入药。请问服用冷香丸的是哪个人物?|薛宝钗

5343、关流卿历史剧的代表作是：|汉宫秋 单刀会 梧桐雨

5344、中国传统建筑以木构建筑为主流，目前已发现的最高的木构建筑是?|山西应县佛宫寺释迦塔

5345、关于唐代诗人王建，下列说法有误的是?|终身未当官

5346、闻道有先后，术业有专攻出自何处?|师说

5347、地支除用于计时，还可表示方位。比如午代表南。午门就指的是正南门。风水中经常说一个地方酉山卯向，就知道这个地方的环境是：|西边是山，朝向东方

5348、战国时胡服骑射是一项重要的军事改革，请问这项改革是由谁发起的?|赵武灵王

5349、____是地质年代中，历时最长的一个代，即原始地壳以及原始大气圈、水圈、沉积圈和生物的发生、发展的初期阶段。|太古代

5350、大观园是红楼梦中虚构的一处风光绝美的园林，贾府的公子小姐居住在此。请问栊翠庵是谁的居所?|妙玉

5351、杨香武是戏曲小说人物，传说他曾经因为何物三次潜入皇宫，但均未得手?|九龙杯

5352、请补足这句歇后语：____进曹营----一言不发|徐庶

5353、杂剧的角色主要分末，旦两类。末的分类不包括?|冲 正 反末

5354、平生不会相思，才会相思，便害相思的下句是：|身似浮云，心如飞絮，气若游丝

5355、诗句从军行，军行万里出龙庭的作者是：|卢思道

5356、蒲柳之姿一般用来形容什么?|衰弱的体质

5357、方士技能逍遥游取自南华经第一篇逍遥游，这当中阐述了庄子的哲学思想，其他章节中则分篇阐述了不同的内容，其中没有讲到的是?|真人宗师 成仙之法
治国之方

5358、古代对于颜色有十分细致的划分，请问下列表示红色的字中，哪个颜色最深?|赤 绛 丹

5359、希腊神话中，哈迪斯除了掌管冥界外，还掌管了：|战争 财富 预言

5360、哭墙是犹太教圣殿的遗址上修建起的护墙，第一圣殿是由犹太王____修建：|所罗门

5361、舜帝曰：诗言志，歌永言。六个字表达出了诗歌的深刻含义，而舜时其中负责教导民众声乐诗歌的官员是谁?|禹 龙 變

5362、果园里有杏树和桃树共248棵，桃树的棵数是杏树的3倍，求杏树多少棵?|62

5363、王婆卖瓜--|自卖自夸

5364、匈奴帝国西征罗马，被称为上帝之鞭的阿提拉锐不可当，却败于一场战役，这场战役是：|沙隆之战

5365、绝代双骄中移花宫的标志是什么?|墨梅 天山雪莲

5366、金陵十二钗的说法源于红楼梦第五回，警幻仙子引贾宝玉阅读金陵十二钗正册，又有副册及又副册，以下属于副册人物的是?|香菱 袭人 巧姐

5367、诸葛亮初出茅庐的第一功是哪场战役?|火烧博望

5368、元末社会矛盾计划最终爆发了：|红巾军大起义

5369、在周长4500丈的西湖的沿岸进行植树，每5丈植一树，问共需要植多少树?|900

5370、在四大名捕系列小说中，四位四大名捕的师父诸葛先生的师父是?|韦青青青

5371、古埃及人制作木乃伊的用意是：|死者灵魂永生

5372、下列建筑属于宋代建筑的是：|摩尼殿

5373、风云第一刀是古龙的作表作之一，下列哪一部作品是其后传?|九月鹰飞

5374、春江花月夜的作者是：|张若虚

5375、织田信长作为日本战国时代最强大的大名之一，却因家臣明智光秀的背叛，命丧本能寺，请问光秀在侍奉信长前侍奉的是哪一家大名?|足利家 斋藤 家 朝仓家
浅井家

5376、下列城市哪个是唐朝后期全国最繁华的工商业城市?|扬州

5377、十四万人齐解甲，宁无一个是男儿的作者是：|花蕊夫人

5378、波斯帝国流行的主要宗教为琐罗亚斯德教，请问在该宗教中的主神是：|光明之神

5379、宋朝著名的地方志不包括?|册府元龟

5380、摩诘居士是哪位诗人的号?|王维

5381、以下哪一个古代建筑的年代最久远?|哥贝克力石阵

5382、韩愈善于提炼口语创造新句，拥有文起八代之衰的美誉。请问以下成语不是出自韩愈?|墨守成规

5383、仙人有待__黄鹤，海客无心随白鸥：|乘

5384、以下哪个职业不但可以去除自身的不利状态，还能将其转移给他人?|魅者

5385、贾宝玉曾引用戏文对林黛玉说：我是那多愁多病的身，你便是那倾国倾城的貌。请问这句戏文出自哪部戏曲?|西厢记

5386、通过参加宁远觉华战场可以获得圣战令，但有一定要求，要求玩家：|己方阵营威望值排名前90%

5387、红楼梦是一部古典主义悲剧，请问下列人物中以自刎结束生命的是哪位?|尤三姐

5388、成语惩前毖后出自诗经•小毖，予其惩而毖后患。这段话属于诗经的哪个部分?|颂

5389、三国演义中辕门射戟的故事，讲的是吕布帮刘备军化解和哪支军队的战事?|袁术

5390、射雕英雄传降龙十八掌中的第一式亢龙有悔一词出自周易，原意为?|居高位的人要戒骄，否则会失败后悔

5391、埃及历史中，以下哪位法老在青年时代就死去?|图特卡蒙

5392、曾作为袁绍檄豫州文，痛斥曹操，历数其罪状，诋斥及其父祖的是谁?|陈琳

5393、三尸脑神丹是小说笑傲江湖中的一种毒药，道教则认为人有上中下三个丹田，各有一神在其内，称为三尸，分别是上尸彭琚，中尸彭质，下尸彭矫，请问使人好女色的是?|下尸

5394、封建王朝有母凭子贵的说法，让自己的儿子成为君王是很多后宫女子的梦想。请问以下哪位女性的亲生儿子做过皇帝?|王政君

5395、古龙楚留香系列血海飘香(又名天枫十四郎)中盗走天一神水杀害多名高手的人是谁?|妙僧无花

5396、悲欢离合总无情，一任阶前点滴到天明的词牌名是：|虞美人

5397、据史书记载，阿房宫的宫门是用什么材料建造的?|磁石

5398、以下哪种娱乐活动不是战国时代人民可以玩到的?|斗鸡 投壶 马球

5399、寇岛围攻第二阶段樱之城大战中，最后一个BOSS徐海的特殊技能是：|冰与火之歌

5400、态生两靥之愁，娇袭一身之病是宝玉对黛玉的第一印象，其中靥是指：|酒窝

5401、以下建筑属于古希腊建筑风格的是：|万神庙 帕特农神庙 维纳斯神庙

5402、我国古代的皇帝有庙号，谥号，尊号，年号等，请问宋太祖是：|尊号 庙号 年号

5403、战国后期秦国强盛，各诸侯国多次合纵攻秦，互有胜败，而第五次合纵攻秦时诸侯国大败，至此再也无法阻挡秦军脚步，请问第五次战役在何处爆发?|函谷关

5404、李贺曾作诗云：十二门前融冷光，二十三丝动紫皇，说的是长安都城共十二门，以下哪个门不属于十二门呢?|玄武门

5405、琵琶名曲十面埋伏取材于中国历史上的什么事件?乐曲依次描绘了大战前的准备过程，战争场面和战争的结局。乐曲壮丽辉煌，把古战场上的战争
场面表现得淋漓尽致。|楚汉之争

5406、下列哪一个名字和其他三个不是同一种植物?|月见草

5407、公元前334-前324年，马其顿国王亚历山大三世对东方波斯等国进行了侵略战争，史称亚历山大东征。请问亚历山大在东征中不可能路过的河流是：|密西西比河
幼发拉底河 底格里斯河

5408、金陵到杭州的水路长392里，同时从两地各开出一艘船相对而行，从金陵开出的船每小时行28里，从杭州开出的船每小时行21里，经过几小时两船相遇?|8

5409、现存最古的私家藏书楼位于哪座城市?|宁波

5410、斗草是古代流传的闺房游戏，女孩子采来百草，以对仗的形式互报草名，比如长春对半夏，观音柳对罗汉松，如果对方出题金盏草，你以何种花来斗比较好?|玉簪花

5411、迷宫卷轴任务参与有一定的次数限制，是：|每日3次

5412、有很多蔬菜是明朝从外国传入开始栽培食用的，下列哪个蔬菜不属于此列呢?|茄子

5413、哀鸿遍野出自诗经•鸿雁：鸿雁于飞，哀鸣嗷嗷。这段话属于诗经的哪个部分?|小雅

5414、两弯似蹙非蹙罥烟妹，一双似喜非喜含情目是形容以下哪位人物外貌的?|林黛玉

5415、歙县，隶属于安徽省黄山市，是四大古城之一。以下关于歙县不正确的说法是?|汉朝置县，古称新安

5416、唐代传说阴间有十殿阎王，请问阎罗王是第几殿的?|五殿

5417、红楼梦中所说的玫瑰花是指哪个人物?|贾探春

5418、初生的牛犊----|不怕虎

5419、东汉末年，社会动荡，政治混乱。下层文士漂泊蹉跎，游宦无门。古诗十九首就是产生于这样的时代，表述着同类的境遇和感受。下列哪首诗不属于古诗十九首?|春泛若耶溪

5420、封神演义中武成王黄飞虎的坐骑是：|五色神牛

5421、以下哪种味道不属于阴阳五行家归纳的五味?|鲜

5422、以下哪个不是普遍被认为是日本的三大妖怪?|八歧大蛇

5423、张骞出使西域归来，向汉武帝上书：楼兰，师邑有城郭，临盐泽。这里的盐泽指的是?|罗布泊

5424、三少爷的剑中燕十三与谢晓峰决战，最后燕十三死于何人之手?|燕十三自己

5425、大禹开山治水，划分九州，后有禹贡描述此事并详细解说各州范围，土地情况及赋税等级。其中赋税等级最高的是哪一州?|兖州 扬州 冀州

5426、春宵一刻值千金的作者是：|苏轼

5427、长方形的长和宽之和为18尺，长比宽多2尺，求长方形的面积。|80平方尺

5428、巴洛克建筑风格流行于文艺复兴后期的17世纪初到18世纪上半叶，第一座巴洛克风格建筑的设计师是：|维尼奥拉

5429、<高老头>的主人公是?拉斯蒂涅

5430、鸡窝里飞出金凤凰: 异想天开

5431、子夜四时歌 "李白

5432、悔教夫婿觅封侯

5433、单福=徐庶

5434、诗经根据乐调的不同分为风雅颂三类

5435、谁言寸草心 报得三春晖"

5436、渔翁夜傍西岩宿 "晓汲清湘燃楚竹

5437、春晓 "孟浩然

5438、公报私仇

5439、日夕怀空意 "人谁感至精

5440、走马川行奉送封大夫出师西征 作者 岑参
